city_code,CAGR,Geometric Mean Return,Annualized Volatility,Sharpe Ratio,City Name
11442,-1.04%,-0.84%,1.86%,-0.454,宮代町
11445,-3.27%,-2.09%,2.83%,-0.739,
11446,-5.70%,-4.01%,3.72%,-1.078,
11461,-3.68%,-2.86%,1.47%,-1.949,
11462,-4.41%,-3.03%,2.53%,-1.200,
11464,-0.97%,-0.95%,1.81%,-0.527,杉戸町
11465,-0.99%,-0.86%,1.48%,-0.584,松伏町
12101,0.53%,1.25%,5.87%,0.212,千葉市中央区
12102,0.27%,0.61%,2.61%,0.234,千葉市花見川区
12103,1.03%,1.32%,2.84%,0.466,千葉市稲毛区
12104,0.01%,0.25%,2.34%,0.105,千葉市若葉区
12105,0.78%,1.14%,4.48%,0.255,千葉市緑区
12106,0.43%,0.83%,3.81%,0.218,千葉市美浜区
12202,-1.23%,-1.18%,0.83%,-1.417,銚子市
12203,1.58%,1.91%,5.61%,0.340,市川市
12204,1.59%,1.96%,3.95%,0.495,船橋市
12205,-0.39%,-0.22%,0.95%,-0.236,館山市
12206,1.76%,1.88%,2.26%,0.831,木更津市
12207,0.47%,0.67%,3.22%,0.207,松戸市
12208,-0.77%,-0.74%,2.30%,-0.324,野田市
12210,-1.53%,-1.31%,2.63%,-0.500,茂原市
12211,2.42%,2.39%,4.73%,0.506,成田市
12212,-0.82%,-0.70%,1.54%,-0.454,佐倉市
12213,-1.20%,-1.04%,2.15%,-0.482,東金市
12215,-0.74%,-0.69%,0.98%,-0.707,旭市
12216,1.52%,1.84%,3.44%,0.535,習志野市
12217,0.48%,0.68%,2.59%,0.261,柏市
12218,-0.97%,-0.94%,1.50%,-0.625,勝浦市
12219,0.69%,1.00%,2.55%,0.391,市原市
12220,1.57%,1.70%,4.55%,0.373,流山市
12221,0.38%,0.54%,2.57%,0.211,八千代市
12222,-0.33%,-0.16%,3.10%,-0.052,我孫子市
12223,0.32%,0.36%,1.14%,0.311,鴨川市
12224,-0.11%,0.06%,2.73%,0.023,鎌ケ谷市
12225,2.68%,2.74%,2.97%,0.922,君津市
12226,-0.65%,-0.59%,0.67%,-0.885,富津市
12227,0.92%,1.44%,5.81%,0.247,浦安市
12228,-0.37%,-0.17%,1.69%,-0.100,四街道市
12229,0.98%,1.27%,2.63%,0.483,袖ケ浦市
12230,0.00%,-0.09%,4.65%,-0.019,八街市
12231,-0.22%,0.61%,4.62%,0.132,印西市
12232,-0.60%,-0.44%,4.08%,-0.108,白井市
12233,0.64%,0.68%,1.59%,0.425,富里市
12235,-0.32%,-0.27%,2.55%,-0.104,匝瑳市
12236,-0.95%,-0.92%,0.96%,-0.951,香取市
12237,-0.14%,-0.14%,4.95%,-0.029,山武市
12238,-1.32%,-1.29%,1.48%,-0.872,いすみ市
12239,0.48%,0.39%,1.58%,0.247,大網白里市
12322,-0.46%,-0.19%,2.03%,-0.096,酒々井町
12325,24.84%,15.72%,34.74%,0.453,
12328,-1.17%,32.11%,79.25%,0.405,
12329,-1.18%,-1.18%,0.87%,-1.355,栄町
12342,-1.67%,-1.50%,0.77%,-1.940,神崎町
12347,-0.24%,-0.40%,4.16%,-0.097,多古町
12349,-0.97%,-1.04%,0.77%,-1.353,東庄町
12402,-2.80%,-1.73%,2.67%,-0.648,
12403,-1.32%,-1.26%,1.41%,-0.893,九十九里町
12409,0.26%,0.20%,5.15%,0.039,芝山町
12410,0.51%,0.48%,4.14%,0.116,横芝光町
12421,-0.03%,0.04%,4.36%,0.008,一宮町
12423,-1.19%,-1.12%,1.30%,-0.862,長生村
12424,-1.37%,-1.29%,1.30%,-0.988,白子町
12427,-0.99%,-0.98%,1.30%,-0.751,長南町
12441,-1.69%,-1.41%,1.15%,-1.221,大多喜町
12443,-2.06%,-1.97%,3.79%,-0.519,御宿町
13101,0.55%,1.64%,7.89%,0.208,千代田区
13102,2.48%,3.65%,9.51%,0.384,中央区
13103,1.23%,2.43%,9.09%,0.268,港区
13104,1.61%,2.96%,9.15%,0.323,新宿区
13105,1.73%,2.81%,7.32%,0.384,文京区
13106,1.81%,2.92%,10.05%,0.290,台東区
13107,2.01%,2.70%,5.37%,0.503,墨田区
13108,1.92%,2.51%,5.03%,0.500,江東区
13109,1.66%,2.48%,7.06%,0.352,品川区
13110,1.61%,2.48%,6.89%,0.360,目黒区
13111,1.40%,1.93%,4.44%,0.435,大田区
13112,0.83%,1.51%,5.17%,0.291,世田谷区
13113,2.54%,3.70%,8.78%,0.421,渋谷区
13114,1.99%,2.79%,5.95%,0.469,中野区
13115,1.52%,2.04%,5.01%,0.407,杉並区
13116,1.98%,3.10%,8.13%,0.381,豊島区
13117,2.33%,2.86%,5.27%,0.542,北区
13118,2.26%,2.82%,5.47%,0.514,荒川区
13119,1.06%,1.65%,4.62%,0.357,板橋区
13120,0.83%,1.45%,4.49%,0.322,練馬区
13121,1.97%,2.33%,4.00%,0.583,足立区
13122,1.26%,1.65%,3.47%,0.477,葛飾区
13123,0.95%,1.39%,3.97%,0.350,江戸川区
13201,-0.12%,0.41%,3.55%,0.115,八王子市
13202,1.43%,2.20%,4.97%,0.443,立川市
13203,2.42%,2.99%,4.51%,0.664,武蔵野市
13204,0.82%,1.45%,4.06%,0.357,三鷹市
13205,-0.87%,-0.29%,4.27%,-0.068,青梅市
13206,0.62%,1.35%,4.19%,0.322,府中市
13207,0.21%,0.67%,3.40%,0.198,昭島市
13208,0.93%,1.51%,3.86%,0.390,調布市
13209,0.52%,1.04%,3.40%,0.307,町田市
13210,0.36%,0.95%,4.19%,0.227,小金井市
13211,-0.21%,0.21%,2.85%,0.074,小平市
13212,0.39%,0.89%,3.72%,0.238,日野市
13213,0.21%,0.63%,3.60%,0.175,東村山市
13214,0.23%,0.80%,4.16%,0.192,国分寺市
13215,0.49%,0.98%,3.75%,0.261,国立市
13218,-0.42%,0.08%,3.29%,0.025,福生市
13219,0.08%,0.66%,3.61%,0.183,狛江市
13220,-0.43%,-0.04%,2.83%,-0.014,東大和市
13221,-0.35%,0.07%,2.85%,0.025,清瀬市
13222,-0.05%,0.44%,3.13%,0.140,東久留米市
13223,-0.53%,-0.11%,3.08%,-0.037,武蔵村山市
13224,-0.26%,0.12%,2.87%,0.041,多摩市
13225,1.10%,1.31%,2.20%,0.593,稲城市
13227,-1.39%,-0.83%,4.72%,-0.176,羽村市
13228,-0.71%,-0.11%,3.75%,-0.030,あきる野市
13229,0.58%,1.07%,3.25%,0.330,西東京市
13303,-0.88%,-0.57%,2.70%,-0.212,瑞穂町
13305,0.33%,0.49%,8.91%,0.055,日の出町
13307,-5.18%,-4.56%,1.86%,-2.454,檜原村
13308,-5.14%,-4.51%,1.71%,-2.643,奥多摩町
13361,-3.81%,-3.82%,3.81%,-1.004,大島町
13363,-0.64%,-0.60%,1.02%,-0.591,新島村
13364,-0.03%,-0.02%,0.10%,-0.243,神津島村
13381,-0.68%,-0.64%,0.80%,-0.794,三宅村
13401,-1.63%,-1.54%,3.51%,-0.438,八丈町
13421,0.39%,0.37%,1.14%,0.322,小笠原村
14101,1.17%,1.44%,3.14%,0.459,横浜市鶴見区
14102,1.84%,2.35%,5.41%,0.434,横浜市神奈川区
14103,3.84%,4.92%,7.97%,0.617,横浜市西区
14104,1.69%,2.40%,5.08%,0.472,横浜市中区
14105,1.10%,1.31%,2.35%,0.555,横浜市南区
14106,0.32%,0.56%,2.25%,0.250,横浜市保土ケ谷区
14107,0.18%,0.43%,2.98%,0.143,横浜市磯子区
14108,0.12%,0.38%,2.46%,0.155,横浜市金沢区
14109,1.25%,1.75%,3.81%,0.458,横浜市港北区
